cell_position,x,y,number_of_cells,proportion_of_cell,mean_wind_speed,year,ID,cluster_id
4079,4515000,2915000,5,0.055053,19.043989181518555,1,16,8
4010,4475000,2925000,1,0.001701,20.847396850585938,1,25,8
3621,4485000,2985000,1,0.01233,17.730480194091797,2,180,8
4011,4485000,2925000,4,0.002394,20.16403007507324,2,194,8
4079,4515000,2915000,1,0.002547,19.95558738708496,2,195,8
3815,4475000,2955000,6,0.045306,20.310760498046875,2,211,8
4076,4485000,2915000,1,3.33e-4,20.602216720581055,3,339,8
3687,4495000,2975000,43,0.022185,20.785778045654297,3,360,8
4011,4485000,2925000,1,1.71e-4,19.626121520996097,4,412,8
4142,4495000,2905000,1,7.74e-4,20.373979568481445,4,423,8
3881,4485000,2945000,2,0.010512,21.933948516845703,4,448,8
3750,4475000,2965000,2,0.012906,18.950767517089844,4,522,8
3943,4455000,2935000,11,0.027639,19.461631774902344,5,550,8
3944,4465000,2935000,6,0.036693,19.50329208374023,5,630,8
4077,4495000,2915000,3,0.031689,20.843799591064453,7,742,8
3883,4505000,2945000,1,0.007623,18.522470474243164,8,819,8
3883,4505000,2945000,1,0.003033,20.16403007507324,9,844,8
3750,4475000,2965000,1,0.09441,20.608842849731445,10,876,8
4077,4495000,2915000,1,4.41e-4,20.023662567138672,10,951,8
3883,4505000,2945000,1,0.001647,21.73334312438965,10,965,8
4141,4485000,2905000,1,0.003132,20.158843994140625,11,1048,8
3946,4485000,2935000,1,0.00117,19.975326538085938,13,1208,8
4078,4505000,2915000,1,1.98e-4,21.66864776611328,13,1246,8
4144,4515000,2905000,1,4.41e-4,18.55738639831543,16,1386,8
3556,4485000,2995000,1,0.00252,20.739059448242188,16,1397,8
3749,4465000,2965000,1,1.71e-4,19.12147521972656,16,1403,8
4008,4455000,2925000,4,0.016848,20.072092056274418,19,1537,8
3948,4505000,2935000,1,7.2e-5,21.620641708374023,19,1575,8
4141,4485000,2905000,1,3.6e-4,18.14535903930664,19,1587,8
4013,4505000,2925000,1,0.033084,18.893476486206055,20,1599,8
3749,4465000,2965000,1,3.24e-4,20.905059814453125,22,1773,8
3622,4495000,2985000,3,0.028647,20.798629760742188,23,1850,8
3814,4465000,2955000,4,0.001836,22.239295959472656,24,1931,8
3946,4485000,2935000,2,0.006174,20.057395935058594,27,2043,8
4081,4535000,2915000,1,0.002565,22.1925106048584,29,2246,8
3683,4455000,2975000,2,0.015003,19.19192123413086,31,2306,8
3620,4475000,2985000,1,0.050454,19.321447372436523,31,2307,8
4010,4475000,2925000,1,0.008244,19.930410385131836,31,2347,8
3948,4505000,2935000,3,0.00495,19.67631149291992,32,2471,8
3944,4465000,2935000,1,0.002304,22.975873947143555,32,2492,8
3944,4465000,2935000,1,0.002817,19.40719413757324,33,2502,8
3683,4455000,2975000,1,0.011277,20.71642684936523,33,2503,8
3749,4465000,2965000,1,0.004158,19.257787704467773,33,2527,8
4144,4515000,2905000,1,6.75e-4,19.209400177001953,34,2615,8
3749,4465000,2965000,1,0.017028,21.57303047180176,34,2664,8
3749,4465000,2965000,4,0.056628,20.095958709716797,36,2773,8
4081,4535000,2915000,8,0.004554,19.309566497802734,37,2838,8
3750,4475000,2965000,1,0.003366,20.84056854248047,37,2913,8
4078,4505000,2915000,1,1.08e-4,20.736045837402344,38,2990,8
4080,4525000,2915000,1,0.016524,18.82832145690918,38,3043,8
3813,4455000,2955000,1,9.18e-4,17.82987403869629,39,3119,8
3878,4455000,2945000,2,0.001737,20.522899627685547,39,3162,8
3685,4475000,2975000,6,0.008361,22.41533660888672,40,3238,8
4081,4535000,2915000,1,0.005652,19.771146774291992,40,3240,8
4143,4505000,2905000,1,0.004878,18.80025291442871,40,3250,8
3685,4475000,2975000,5,1.17e-4,20.629621505737305,42,3369,8
4010,4475000,2925000,1,0.001368,20.2278995513916,42,3404,8
4144,4515000,2905000,1,0.004716,21.186729431152344,42,3421,8
3749,4465000,2965000,1,0.002241,20.635284423828125,45,3536,8
3882,4495000,2945000,1,0.011151,19.534748077392575,45,3595,8
4075,4475000,2915000,1,0.039708,20.632478713989254,48,3771,8
3879,4465000,2945000,1,0.006606,19.571945190429688,56,4329,8
3816,4485000,2955000,1,0.024903,18.722524642944336,56,4356,8
3813,4455000,2955000,1,0.001629,20.714191436767575,58,4545,8
3883,4505000,2945000,1,0.002241,18.181900024414062,59,4638,8
4009,4465000,2925000,1,0.021231,17.831829071044922,60,4675,8
3816,4485000,2955000,1,0.01611,19.79847526550293,61,4758,8
3815,4475000,2955000,49,0.008289,19.210832595825195,63,4860,8
3816,4485000,2955000,4,0.010107,19.34847068786621,67,5191,8
4077,4495000,2915000,8,7.11e-4,19.46512985229492,68,5339,8
4142,4495000,2905000,1,0.010269,18.99779510498047,68,5344,8
3945,4475000,2935000,1,0.007227,18.2335205078125,68,5379,8
3750,4475000,2965000,2,0.005949,20.81195640563965,70,5549,8
3687,4495000,2975000,1,0.012816,20.47097396850586,71,5619,8
3556,4485000,2995000,1,0.075033,20.406484603881836,71,5661,8
4013,4505000,2925000,1,4.68e-4,18.74542236328125,72,5830,8
4143,4505000,2905000,3,9.45e-4,18.558256149291992,72,5853,8
3817,4495000,2955000,2,3.42e-4,21.295026779174805,73,5885,8
4144,4515000,2905000,1,0.001323,18.884265899658203,73,5998,8
4075,4475000,2915000,4,0.002835,18.63676643371582,73,6001,8
3878,4455000,2945000,1,0.019377,18.918420791625977,73,6006,8
3883,4505000,2945000,1,0.063828,19.155424118041992,74,6044,8
4076,4485000,2915000,1,0.001485,20.07785987854004,74,6111,8
4013,4505000,2925000,6,2.61e-4,20.277238845825195,75,6177,8
4081,4535000,2915000,1,0.12384,19.973352432250977,75,6209,8
3813,4455000,2955000,1,0.003069,19.887353897094727,77,6327,8
3881,4485000,2945000,1,0.003402,19.503650665283203,77,6353,8
3948,4505000,2935000,23,0.002016,18.391847610473633,81,6593,8
4080,4525000,2915000,1,0.0027,19.97444725036621,82,6652,8
4013,4505000,2925000,1,0.021771,18.927427291870117,83,6682,8
3621,4485000,2985000,1,0.018009,19.127620697021484,84,6731,8
3687,4495000,2975000,2,0.003366,17.593931198120117,85,6896,8
4077,4495000,2915000,6,9.72e-4,20.530271530151367,85,6900,8
