cell_position,x,y,number_of_cells,proportion_of_cell,mean_wind_speed,year,ID,cluster_id
1288,4555000,3345000,4,0.001647,18.98879051208496,1,15,7
895,4525000,3405000,3,0.028728,20.82508087158203,1,16,7
887,4445000,3405000,3,0.006228,20.336421966552734,1,26,7
1730,4425000,3275000,1,0.004257,18.20950508117676,1,27,7
1475,4475000,3315000,1,0.003105,20.866098403930664,1,38,7
951,4435000,3395000,12,0.010404,17.905208587646484,1,53,7
1092,4545000,3375000,1,0.043119,18.30574607849121,1,57,7
1537,4445000,3305000,1,0.00819,20.38594627380371,2,118,7
1548,4555000,3305000,1,0.017883,19.355716705322266,2,139,7
758,4455000,3425000,3,0.027099,18.26677703857422,2,166,7
953,4455000,3395000,1,0.00711,20.186845779418945,2,175,7
965,4575000,3395000,2,0.001026,17.67414093017578,2,191,7
1146,4435000,3365000,1,9.27e-4,18.938711166381836,2,193,7
1601,4435000,3295000,32,4.95e-4,18.96282386779785,3,215,7
1340,4425000,3335000,1,0.003258,19.933582305908203,3,261,7
1535,4425000,3305000,1,0.010035,18.15471839904785,3,277,7
1009,4365000,3385000,2,7.02e-4,19.46512985229492,3,278,7
1613,4555000,3295000,1,0.072234,20.437984466552734,3,282,7
1224,4565000,3355000,4,0.00558,20.60192108154297,3,291,7
635,4525000,3445000,5,6.48e-4,19.613548278808594,3,294,7
1418,4555000,3325000,4,0.010431,19.744007110595703,3,311,7
1486,4585000,3315000,1,0.00234,19.08786392211914,3,327,7
1793,4405000,3265000,2,0.09126,18.127445220947266,3,342,7
821,4435000,3415000,1,3.24e-4,19.48406982421875,3,356,7
1208,4405000,3355000,6,0.028953,20.636260986328125,4,371,7
897,4545000,3405000,1,0.005391,22.06998634338379,4,412,7
696,4485000,3435000,7,5.4e-4,17.803056716918945,4,422,7
1015,4425000,3385000,1,7.11e-4,20.24663734436035,4,430,7
695,4475000,3435000,1,0.001161,20.221525192260746,4,440,7
1616,4585000,3295000,1,0.001206,20.635284423828125,4,441,7
1479,4515000,3315000,2,0.007182,20.891664505004883,4,483,7
2192,4495000,3205000,1,0.016605,20.56635475158691,5,489,7
960,4525000,3395000,2,3.24e-4,22.239295959472656,5,490,7
1726,4385000,3275000,1,0.027621,18.27884864807129,5,493,7
1291,4585000,3345000,3,0.006354,19.529151916503903,5,494,7
1347,4495000,3335000,1,0.006138,20.595478057861328,5,497,7
505,4525000,3465000,2,0.037233,19.74526023864746,5,498,7
1212,4445000,3355000,1,0.008559,18.687030792236328,5,519,7
1484,4565000,3315000,1,0.004248,22.563446044921875,6,540,7
953,4455000,3395000,22,3.42e-4,20.096067428588867,6,544,7
1140,4375000,3365000,1,0.078075,19.695709228515625,6,545,7
1082,4445000,3375000,1,0.024741,18.665355682373047,6,558,7
1209,4415000,3355000,1,0.006093,20.125757217407227,6,581,7
1212,4445000,3355000,2,0.002763,19.432119369506836,6,582,7
1154,4515000,3365000,10,0.005589,19.967613220214844,6,584,7
2060,4475000,3225000,6,0.010035,18.694660186767575,6,593,7
1538,4455000,3305000,2,5.22e-4,19.633970260620117,6,594,7
1024,4515000,3385000,1,0.060273,20.800682067871097,7,618,7
901,4585000,3405000,1,4.41e-4,20.114280700683594,7,634,7
758,4455000,3425000,1,0.004824,20.51065444946289,7,652,7
1082,4445000,3375000,1,0.00783,18.223957061767575,7,684,7
1417,4545000,3325000,1,0.013527,20.932004928588867,7,688,7
699,4515000,3435000,1,2.16e-4,19.83890724182129,8,700,7
631,4485000,3445000,1,0.029079,21.5970401763916,8,702,7
1026,4535000,3385000,2,0.007038,21.00604820251465,8,725,7
901,4585000,3405000,1,0.003249,19.584148406982425,8,731,7
890,4475000,3405000,1,0.001737,18.711652755737305,8,735,7
959,4515000,3395000,1,7.02e-4,20.06764030456543,8,737,7
1009,4365000,3385000,14,0.00144,18.183624267578125,8,740,7
1081,4435000,3375000,1,0.018522,19.53201675415039,9,767,7
1538,4455000,3305000,1,3.87e-4,19.213268280029297,9,768,7
1549,4565000,3305000,4,0.007218,21.093198776245117,9,785,7
964,4565000,3395000,4,0.0065970000000000004,17.44593620300293,9,791,7
1081,4435000,3375000,1,0.013932,22.14421272277832,10,803,7
1418,4555000,3325000,1,0.022401,21.040884017944336,10,804,7
1149,4465000,3365000,1,0.005841,20.69976043701172,10,809,7
567,4495000,3455000,1,0.06705,19.60586166381836,10,820,7
765,4525000,3425000,1,0.006147,19.19188117980957,10,826,7
1032,4595000,3385000,1,0.006399,20.095977783203125,10,844,7
1291,4585000,3345000,1,0.01305,20.477563858032227,10,850,7
951,4435000,3395000,1,0.007038,20.08609390258789,10,861,7
1022,4495000,3385000,1,0.001926,18.7647647857666,10,891,7
955,4475000,3395000,1,0.110862,20.655000686645508,10,901,7
1215,4475000,3355000,1,0.016092,19.584148406982425,10,926,7
1341,4435000,3335000,3,2.52e-4,19.057838439941406,10,935,7
1156,4535000,3365000,1,0.002052,19.785398483276367,11,953,7
1407,4445000,3325000,1,0.002187,19.75259780883789,11,957,7
505,4525000,3465000,5,0.006939,19.935710906982425,11,958,7
636,4535000,3445000,1,2.07e-4,23.032989501953125,11,970,7
961,4535000,3395000,1,0.092304,20.86189842224121,11,980,7
1355,4575000,3335000,2,7.38e-4,22.007518768310547,11,983,7
1550,4575000,3305000,5,3.42e-4,20.220298767089844,11,995,7
764,4515000,3425000,2,0.015174,17.890907287597656,11,1017,7
1410,4475000,3325000,3,0.046827,21.123498916625977,12,1044,7
761,4485000,3425000,1,0.02367,22.194095611572266,12,1046,7
1273,4405000,3345000,1,0.005301,20.94176483154297,12,1053,7
633,4505000,3445000,2,0.039546,19.458267211914062,12,1074,7
827,4495000,3415000,1,1.71e-4,19.756223678588867,12,1075,7
1025,4525000,3385000,1,0.049572,19.06985855102539,13,1080,7
758,4455000,3425000,1,0.008631,17.69212532043457,13,1099,7
1860,4425000,3255000,1,0.007299,18.96861267089844,13,1100,7
1546,4535000,3305000,5,0.018648,19.258115768432617,14,1119,7
1421,4585000,3325000,1,0.072981,20.69961929321289,14,1127,7
2193,4505000,3205000,1,0.006723,19.07608985900879,14,1128,7
1601,4435000,3295000,2,0.008424,21.13043975830078,14,1129,7
1211,4435000,3355000,8,0.024993,20.96410369873047,14,1130,7
2192,4495000,3205000,1,0.094464,19.393157958984375,14,1140,7
2061,4485000,3225000,1,0.01557,20.197032928466797,14,1150,7
1794,4415000,3265000,1,0.09297,19.846126556396484,14,1157,7
1479,4515000,3315000,1,0.01179,20.1544189453125,14,1168,7
829,4515000,3415000,2,0.002142,22.94119644165039,14,1179,7
962,4545000,3395000,7,0.041274,20.241823196411133,14,1184,7
1858,4405000,3255000,1,0.003213,20.91280746459961,15,1206,7
1421,4585000,3325000,1,0.001323,19.20227432250977,16,1228,7
1860,4425000,3255000,1,0.028791,20.724111557006836,16,1244,7
759,4465000,3425000,3,0.002754,19.567480087280273,16,1248,7
1410,4475000,3325000,3,7.2e-5,19.948041915893555,16,1262,7
1283,4505000,3345000,1,4.32e-4,20.20740127563477,17,1288,7
639,4565000,3445000,1,0.018621,18.293672561645508,17,1318,7
2060,4475000,3225000,1,0.00297,20.58492851257324,17,1322,7
2192,4495000,3205000,1,0.001026,21.54692268371582,17,1332,7
1471,4435000,3315000,1,0.056484,18.35989761352539,17,1342,7
1025,4525000,3385000,4,0.003339,19.20594787597656,17,1369,7
1417,4545000,3325000,4,0.033561,18.87810707092285,17,1377,7
698,4505000,3435000,1,9.18e-4,20.76161003112793,18,1412,7
1538,4455000,3305000,1,0.006345,20.640798568725582,18,1424,7
960,4525000,3395000,1,0.045306,20.7630615234375,18,1444,7
1352,4545000,3335000,2,0.004392,22.975873947143555,18,1446,7
1159,4565000,3365000,1,0.01107,19.081029891967773,18,1461,7
505,4525000,3465000,1,0.004797,21.10464096069336,18,1478,7
635,4525000,3445000,2,0.014643,21.54692268371582,18,1488,7
1077,4395000,3375000,5,0.002943,18.999547958374023,18,1495,7
1342,4445000,3335000,1,4.05e-4,19.762022018432617,19,1509,7
1272,4395000,3345000,3,0.020052,20.657581329345703,20,1534,7
1354,4565000,3335000,1,0.034092,18.85756492614746,20,1544,7
503,4505000,3465000,2,0.004266,19.511240005493164,20,1564,7
1026,4535000,3385000,1,0.004536,22.884632110595703,20,1571,7
702,4545000,3435000,1,0.004905,17.543598175048828,20,1576,7
1485,4575000,3315000,14,0.042012,18.45220947265625,20,1588,7
960,4525000,3395000,2,6.21e-4,20.4627742767334,21,1602,7
1471,4435000,3315000,2,3.78e-4,18.44774055480957,21,1603,7
2061,4485000,3225000,1,2.07e-4,20.75650978088379,21,1604,7
1080,4425000,3375000,5,0.044766,21.18286895751953,21,1608,7
1212,4445000,3355000,2,3.51e-4,20.224117279052734,21,1630,7
1535,4425000,3305000,1,0.004356,20.214786529541016,22,1657,7
1472,4445000,3315000,1,0.045369,19.943798065185547,22,1680,7
1473,4455000,3315000,3,0.09675,20.877376556396484,22,1691,7
769,4565000,3425000,1,0.01044,20.04718017578125,22,1706,7
1548,4555000,3305000,1,0.074799,19.142242431640625,22,1732,7
1595,4375000,3295000,3,0.037062,22.152530670166016,22,1735,7
760,4475000,3425000,1,0.023931,19.70820045471191,23,1740,7
1023,4505000,3385000,1,0.001386,19.86259651184082,23,1755,7
1282,4495000,3345000,3,2.97e-4,18.926239013671875,24,1771,7
1475,4475000,3315000,1,0.017451,18.76983642578125,24,1775,7
1408,4455000,3325000,5,1.62e-4,18.269866943359375,24,1792,7
1420,4575000,3325000,1,3.06e-4,20.105165481567383,24,1794,7
961,4535000,3395000,1,0.01035,18.411582946777344,24,1795,7
763,4505000,3425000,1,3.24e-4,19.882293701171875,24,1802,7
1076,4385000,3375000,2,0.003114,20.15823745727539,24,1814,7
1344,4465000,3335000,1,0.011736,19.273174285888672,24,1826,7
1411,4485000,3325000,1,0.040005,19.444087982177734,24,1831,7
1272,4395000,3345000,6,0.001548,21.846031188964844,24,1849,7
898,4555000,3405000,1,0.004185,19.92628288269043,24,1856,7
1025,4525000,3385000,2,6.21e-4,20.420825958251953,24,1873,7
1209,4415000,3355000,1,0.006354,19.78023910522461,25,1881,7
1350,4525000,3335000,1,0.005436,21.796953201293945,25,1886,7
1216,4485000,3355000,3,2.43e-4,20.336421966552734,25,1888,7
1089,4515000,3375000,2,0.070119,19.099063873291016,25,1925,7
1612,4545000,3295000,2,0.017739,20.402124404907227,25,1935,7
1148,4455000,3365000,1,0.002358,19.876075744628903,25,1954,7
1290,4575000,3345000,1,0.014598,18.511552810668945,26,2008,7
831,4535000,3415000,4,0.00387,20.437984466552734,27,2061,7
1727,4395000,3275000,1,8.01e-4,18.808874130249023,27,2063,7
1024,4515000,3385000,1,9.9e-5,17.717084884643555,27,2067,7
892,4495000,3405000,1,0.001764,18.475894927978516,27,2075,7
959,4515000,3395000,1,0.001638,21.607669830322266,28,2097,7
1339,4415000,3335000,1,0.003708,19.560359954833984,28,2121,7
1484,4565000,3315000,2,0.004266,18.706581115722656,28,2132,7
1218,4505000,3355000,1,0.019008,17.801610946655273,28,2133,7
888,4455000,3405000,1,2.7e-5,18.139820098876953,28,2135,7
1472,4445000,3315000,1,0.003249,19.735231399536133,28,2141,7
890,4475000,3405000,2,2.88e-4,20.07254409790039,29,2156,7
892,4495000,3405000,1,0.004995,20.956701278686523,29,2157,7
1288,4555000,3345000,1,0.041049,19.289194107055664,29,2176,7
1017,4445000,3385000,4,8.28e-4,19.530712127685547,29,2180,7
1542,4495000,3305000,7,5.58e-4,19.788986206054688,29,2223,7
1160,4575000,3365000,2,0.051246,19.571945190429688,29,2251,7
1281,4485000,3345000,1,0.007218,20.24068069458008,29,2257,7
1485,4575000,3315000,2,0.036423,20.86163902282715,30,2290,7
1076,4385000,3375000,1,0.026433,18.34567070007324,31,2298,7
1155,4525000,3365000,2,0.002052,21.3795166015625,31,2300,7
1542,4495000,3305000,4,0.001422,18.608692169189453,31,2314,7
1158,4555000,3365000,1,0.02196,20.47319793701172,31,2326,7
1277,4445000,3345000,3,0.045,20.216655731201172,31,2336,7
1084,4465000,3375000,1,0.003024,19.108068466186523,31,2349,7
834,4565000,3415000,1,0.00108,20.357288360595703,31,2352,7
2125,4475000,3215000,3,0.001881,21.41301727294922,31,2357,7
1142,4395000,3365000,1,4.23e-4,23.6965274810791,31,2371,7
1211,4435000,3355000,1,0.03267,20.045068740844727,31,2376,7
639,4565000,3445000,1,4.77e-4,19.820772171020508,31,2380,7
1025,4525000,3385000,2,0.010224,19.9906005859375,32,2406,7
1140,4375000,3365000,1,0.006633,19.573314666748047,32,2411,7
1480,4525000,3315000,1,0.007506,21.4445743560791,32,2418,7
1211,4435000,3355000,1,5.85e-4,19.919597625732425,32,2446,7
834,4565000,3415000,2,0.011286,20.94719886779785,32,2448,7
833,4555000,3415000,6,0.012654,19.25249481201172,32,2462,7
1343,4455000,3335000,2,0.001746,20.54010581970215,32,2468,7
1095,4575000,3375000,9,0.001287,18.43086051940918,32,2480,7
766,4535000,3425000,1,0.002277,20.47817039489746,32,2494,7
1145,4425000,3365000,13,0.003663,17.831829071044922,33,2509,7
1292,4595000,3345000,2,0.010458,18.89389991760254,33,2522,7
955,4475000,3395000,7,2.52e-4,20.022563934326172,33,2550,7
630,4475000,3445000,1,0.012816,18.535255432128903,33,2551,7
762,4495000,3425000,2,0.016704,19.362998962402344,33,2558,7
824,4465000,3415000,1,0.012375,19.42365074157715,33,2560,7
2193,4505000,3205000,1,9.9e-4,20.016773223876953,33,2569,7
966,4585000,3395000,2,0.01503,19.48406982421875,33,2572,7
1349,4515000,3335000,1,3.42e-4,19.63201332092285,33,2580,7
1093,4555000,3375000,16,1.8e-4,19.384443283081055,33,2582,7
961,4535000,3395000,4,0.046359,20.07785987854004,33,2587,7
1217,4495000,3355000,1,6.21e-4,20.153793334960938,33,2593,7
890,4475000,3405000,1,5.94e-4,18.65799331665039,33,2629,7
1348,4505000,3335000,2,0.002106,19.90522193908691,33,2641,7
1924,4415000,3245000,1,0.001782,20.608009338378903,33,2644,7
1792,4395000,3265000,1,0.005346,18.402420043945312,34,2660,7
893,4505000,3405000,1,0.074313,20.43147850036621,35,2690,7
888,4455000,3405000,1,0.09297,19.718778610229492,36,2721,7
1274,4415000,3345000,1,0.009675,21.14435386657715,36,2723,7
1279,4465000,3345000,1,0.006174,18.994524002075195,37,2732,7
1207,4395000,3355000,1,0.030798,18.459009170532227,37,2737,7
958,4505000,3395000,11,0.001485,19.84910011291504,37,2747,7
766,4535000,3425000,4,0.014724,19.706539154052734,37,2748,7
566,4485000,3455000,5,0.009891,20.09252166748047,37,2784,7
2125,4475000,3215000,5,0.004257,18.741653442382812,37,2787,7
1412,4495000,3325000,1,0.002781,19.80810546875,37,2792,7
1218,4505000,3355000,2,5.67e-4,19.529924392700195,37,2797,7
1616,4585000,3295000,3,0.028647,18.58772087097168,37,2804,7
966,4585000,3395000,1,0.014391,18.262449264526367,37,2817,7
1284,4515000,3345000,18,0.001179,19.167783737182617,37,2842,7
1291,4585000,3345000,1,0.021411,20.84214210510254,37,2849,7
1596,4385000,3295000,16,0.001935,18.790319442749023,38,2871,7
1922,4395000,3245000,3,0.032238,19.62902450561523,38,2872,7
1272,4395000,3345000,1,8.1e-4,18.838586807250977,38,2884,7
1477,4495000,3315000,3,0.079911,19.81689453125,38,2898,7
1095,4575000,3375000,1,7.47e-4,20.465974807739254,38,2921,7
1219,4515000,3355000,2,0.001008,19.870840072631836,38,2941,7
1279,4465000,3345000,2,7.47e-4,19.744760513305664,38,2965,7
639,4565000,3445000,1,3.33e-4,20.56102180480957,39,2986,7
1341,4435000,3335000,1,0.010125,18.12901496887207,39,3007,7
1292,4595000,3345000,3,0.004383,19.493896484375,39,3012,7
764,4515000,3425000,2,0.001674,19.826875686645508,39,3023,7
1025,4525000,3385000,4,3.87e-4,18.674158096313477,39,3025,7
1095,4575000,3375000,1,0.013275,17.44593620300293,39,3038,7
1356,4585000,3335000,2,7.56e-4,21.51867294311523,39,3064,7
505,4525000,3465000,1,0.007695,20.299945831298828,40,3078,7
757,4445000,3425000,3,0.015291,19.40719413757324,40,3090,7
1158,4555000,3365000,1,0.020826,19.905317306518555,40,3094,7
965,4575000,3395000,1,5.85e-4,19.127620697021484,40,3111,7
701,4535000,3435000,4,0.01881,19.95558738708496,40,3114,7
630,4475000,3445000,1,7.56e-4,19.45430374145508,40,3131,7
634,4515000,3445000,2,0.0027,19.735231399536133,40,3148,7
1414,4515000,3325000,1,6.75e-4,23.17822265625,40,3160,7
1417,4545000,3325000,1,0.014634,20.224288940429688,40,3161,7
1546,4535000,3305000,1,0.003492,18.855384826660156,40,3173,7
1664,4415000,3285000,1,0.041832,21.90150451660156,40,3174,7
502,4495000,3465000,1,0.009684,19.754297256469727,40,3181,7
