cell_position,x,y,number_of_cells,proportion_of_cell,mean_wind_speed,year,ID,cluster_id
4265,4425000,2885000,1,0.007434,18.09722328186035,1,4,14
4129,4365000,2905000,1,0.042561,21.16615104675293,1,7,14
3482,4395000,3005000,8,0.035631,19.074363708496097,1,9,14
4319,4315000,2875000,1,0.040734,19.937036514282227,1,12,14
3088,4355000,3065000,1,0.002601,19.85521125793457,2,53,14
4383,4305000,2865000,1,0.017874,19.806106567382812,2,59,14
4639,4265000,2825000,1,0.003339,19.01189422607422,2,64,14
3546,4385000,2995000,1,0.005805,19.112457275390625,2,72,14
4385,4325000,2865000,1,0.024525,19.274242401123047,2,85,14
2967,4445000,3085000,3,0.018504,18.64832305908203,2,86,14
3929,4315000,2935000,1,0.001629,19.81238174438477,2,87,14
4064,4365000,2915000,1,0.00126,21.247547149658203,2,101,14
3804,4365000,2955000,3,5.4e-4,20.619739532470703,2,107,14
3673,4355000,2975000,1,0.002754,20.09827995300293,2,118,14
4129,4365000,2905000,7,1.8e-4,20.543663024902344,2,122,14
4393,4405000,2865000,13,0.045,18.146060943603516,2,126,14
3925,4275000,2935000,1,4.95e-4,20.13872337341309,2,137,14
3093,4405000,3065000,1,0.001197,19.78730201721191,2,138,14
4135,4425000,2905000,1,5.67e-4,19.695695877075195,2,142,14
3286,4385000,3035000,3,0.0027,17.926265716552734,3,156,14
3876,4435000,2945000,1,3.33e-4,19.050107955932617,3,159,14
3811,4435000,2955000,2,0.001494,18.11166000366211,3,160,14
3091,4385000,3065000,1,1.98e-4,20.692777633666992,3,165,14
3804,4365000,2955000,1,0.012816,18.687030792236328,3,168,14
3870,4375000,2945000,1,0.009576,19.558706283569336,3,175,14
4062,4345000,2915000,1,0.013266,20.880382537841797,3,176,14
3418,4405000,3015000,1,0.010917,22.19668960571289,3,179,14
4129,4365000,2905000,1,8.1e-5,18.57522773742676,3,184,14
2974,4515000,3085000,2,9.45e-4,21.318191528320312,3,204,14
4320,4325000,2875000,1,0.009756,21.54442596435547,3,206,14
3411,4335000,3015000,1,0.006093,21.600297927856445,3,210,14
4265,4425000,2885000,1,0.009945,20.257478713989254,3,212,14
4138,4455000,2905000,1,9.81e-4,19.27908515930176,3,217,14
3861,4285000,2945000,1,0.002754,20.349756240844727,3,225,14
3103,4505000,3065000,1,0.00405,21.863525390625,3,233,14
4333,4455000,2875000,1,0.00747,20.266218185424805,3,241,14
4074,4465000,2915000,1,0.022518,19.84752655029297,4,256,14
3604,4315000,2985000,1,0.022014,18.47961807250977,4,259,14
3416,4385000,3015000,1,0.001602,21.097246170043945,4,260,14
4120,4275000,2905000,2,0.011358,19.84910011291504,4,275,14
4377,4245000,2865000,1,0.06084,18.56844139099121,4,291,14
3741,4385000,2965000,1,0.01008,19.37691307067871,4,297,14
4125,4325000,2905000,1239,6.75e-4,21.472393035888672,4,300,14
3928,4305000,2935000,1,0.027009,20.785778045654297,4,305,14
3870,4375000,2945000,1,0.01152,21.040884017944336,4,306,14
3411,4335000,3015000,1,0.00207,19.208587646484375,4,323,14
2966,4435000,3085000,3,0.002835,18.899242401123047,4,325,14
4375,4225000,2865000,5,0.002385,20.792482376098633,4,329,14
2911,4535000,3095000,5,0.027126,20.322099685668945,4,330,14
4701,4235000,2815000,12,0.028575,17.7803955078125,4,331,14
4127,4345000,2905000,1,3.87e-4,19.369903564453125,4,340,14
3612,4395000,2985000,2,5.94e-4,20.8177433013916,4,352,14
4138,4455000,2905000,1,0.01494,20.152936935424805,4,358,14
3029,4415000,3075000,2,5.04e-4,21.018310546875,4,363,14
4443,4255000,2855000,1,0.115506,18.521886825561523,4,370,14
4572,4245000,2835000,1,0.022284,20.954614639282227,5,379,14
2967,4445000,3085000,2,0.004842,20.930421829223633,5,390,14
3612,4395000,2985000,1,0.02943,20.60192108154297,6,414,14
3094,4415000,3065000,1,0.001962,20.820444107055664,6,415,14
3026,4385000,3075000,1,0.027513,18.344947814941406,6,420,14
3929,4315000,2935000,2,0.00783,19.698423385620117,6,421,14
3350,4375000,3025000,18,1.17e-4,21.407569885253903,6,424,14
3418,4405000,3015000,1,0.180585,18.584726333618164,6,429,14
3870,4375000,2945000,1,0.015849,20.9849853515625,6,455,14
3152,4345000,3055000,1,0.001854,21.163488388061523,6,465,14
3103,4505000,3065000,1,5.76e-4,18.29204559326172,6,478,14
3088,4355000,3065000,1,0.010404,20.55853843688965,6,489,14
3746,4435000,2965000,1,3.42e-4,19.85929298400879,6,493,14
4320,4325000,2875000,7,7.2e-4,21.00604820251465,7,505,14
4203,4455000,2895000,2,0.005112,19.440900802612305,7,514,14
