cell_position,x,y,number_of_cells,proportion_of_cell,mean_wind_speed,year,ID,cluster_id
1418,4555000,3325000,1,0.005436,20.491674423217773,1,1,7
1595,4375000,3295000,1,0.052263,20.902803421020508,1,13,7
1416,4535000,3325000,1,0.008145,19.62552261352539,1,32,7
1146,4435000,3365000,1,0.00387,19.31377601623535,1,42,7
1149,4465000,3365000,1,0.038997,20.340744018554688,1,49,7
1031,4585000,3385000,2,0.027693,20.325279235839844,2,61,7
703,4555000,3435000,1,5.94e-4,20.40923118591309,2,85,7
1596,4385000,3295000,1,0.007965,20.471284866333008,2,86,7
763,4505000,3425000,1,0.002691,20.305694580078125,2,92,7
1090,4525000,3375000,1,0.024858,21.09012222290039,2,99,7
900,4575000,3405000,1,5.4e-4,20.906036376953125,2,102,7
1546,4535000,3305000,1,0.012645,18.598154067993164,2,110,7
638,4555000,3445000,1,0.010404,20.47107696533203,2,139,7
896,4535000,3405000,5,0.068553,19.091205596923828,2,148,7
1220,4525000,3355000,1,0.012681,19.485675811767575,2,157,7
951,4435000,3395000,4,0.046359,18.393783569335938,2,163,7
636,4535000,3445000,2,1.53e-4,19.33844566345215,2,167,7
1211,4435000,3355000,1,0.012231,20.18534469604492,2,172,7
1274,4415000,3345000,2,1.8e-4,20.240541458129883,2,177,7
1727,4395000,3275000,2,8.19e-4,22.25611686706543,3,199,7
1221,4535000,3355000,1,2.16e-4,20.57278060913086,3,200,7
1146,4435000,3365000,1,0.012186,20.101539611816406,3,209,7
1016,4435000,3385000,1,0.036693,20.146333694458008,3,215,7
1355,4575000,3335000,1,6.03e-4,19.963306427001953,3,235,7
765,4525000,3425000,1,2.97e-4,20.03321075439453,3,257,7
630,4475000,3445000,1,0.001314,20.930421829223633,4,271,7
888,4455000,3405000,1,2.07e-4,19.93773651123047,4,278,7
1019,4465000,3385000,2,0.017874,19.083372116088867,4,287,7
961,4535000,3395000,1,0.001647,21.556299209594727,4,295,7
1030,4575000,3385000,1,0.063828,21.883214950561523,4,309,7
1284,4515000,3345000,1,0.009927,18.819414138793945,5,326,7
1357,4595000,3335000,1,0.007641,19.48717498779297,6,356,7
2193,4505000,3205000,1,8.1e-5,19.218673706054688,6,365,7
636,4535000,3445000,4,0.011421,19.95943069458008,6,413,7
967,4595000,3395000,1,0.010224,20.24398422241211,6,420,7
1288,4555000,3345000,1,0.038286,20.261205673217773,6,443,7
632,4495000,3445000,2,0.024525,18.219493865966797,6,450,7
