cell_position,x,y,number_of_cells,proportion_of_cell,mean_wind_speed,year,ID,cluster_id
2460,4575000,3165000,1,0.002421,18.855384826660156,1,22,6
1685,4625000,3285000,1,0.021033,20.359174728393555,1,68,6
1227,4595000,3355000,1,0.1485,18.6562442779541,1,89,6
2065,4525000,3225000,4,4.95e-4,19.28583335876465,2,96,6
1933,4505000,3245000,1,0.01431,20.51020622253418,2,99,6
1877,4595000,3255000,1,0.002997,22.239295959472656,2,103,6
2074,4615000,3225000,1,0.002943,20.64586639404297,2,120,6
1999,4515000,3235000,1,2.79e-4,20.683914184570312,2,121,6
2058,4455000,3225000,1,0.020817,19.01167678833008,2,134,6
1666,4435000,3285000,1,0.003402,19.51233673095703,2,144,6
1603,4455000,3295000,2,3.24e-4,21.573257446289062,2,148,6
1864,4465000,3255000,2,0.025623,22.12259101867676,2,151,6
1676,4535000,3285000,11,7.56e-4,18.48472785949707,2,159,6
1941,4585000,3245000,2,0.003384,20.504526138305664,2,167,6
1742,4545000,3275000,1,1.62e-4,20.685293197631836,2,180,6
1876,4585000,3255000,1,0.008748,20.71650505065918,2,182,6
2334,4615000,3185000,1,2.07e-4,19.666837692260746,2,201,6
1938,4555000,3245000,8,4.23e-4,23.526735305786133,3,221,6
2661,4635000,3135000,1,0.002385,20.260282516479492,3,229,6
1926,4435000,3245000,1,0.00603,20.06855010986328,3,231,6
1544,4515000,3305000,4,0.008118,21.490493774414062,3,254,6
1998,4505000,3235000,1,0.002826,21.705726623535156,3,271,6
2655,4575000,3135000,1,0.001521,19.493896484375,3,287,6
2063,4505000,3225000,1,0.154278,19.84022521972656,3,293,6
2452,4495000,3165000,13,0.006426,21.4445743560791,3,295,6
1814,4615000,3265000,2,0.031311,19.98529624938965,3,297,6
2261,4535000,3195000,2,0.007911,17.220369338989258,3,300,6
2526,4585000,3155000,8,0.003555,18.79468536376953,3,305,6
2517,4495000,3155000,1,0.021168,21.542741775512695,3,320,6
2463,4605000,3165000,10,1.71e-4,20.608009338378903,3,328,6
1227,4595000,3355000,3,0.002538,18.869739532470703,3,344,6
2076,4635000,3225000,2,0.03699,19.819374084472656,3,352,6
2202,4595000,3205000,3,0.026433,18.444900512695312,3,353,6
2128,4505000,3215000,2,0.016848,18.714569091796875,4,402,6
2451,4485000,3165000,1,0.047304,20.09320640563965,4,448,6
1162,4595000,3365000,1,0.002097,20.950225830078125,4,457,6
2327,4545000,3185000,2,0.002772,20.23562240600586,4,461,6
