cell_position,x,y,number_of_cells,proportion_of_cell,mean_wind_speed,year,ID,cluster_id
5250,4525000,2735000,1,0.002583,19.050107955932617,1,52,2
5185,4525000,2745000,1,0.010746,18.511552810668945,4,292,2
5185,4525000,2745000,5,0.009522,18.91951560974121,5,417,2
5369,4415000,2715000,1,0.03483,20.35358238220215,7,584,2
5432,4395000,2705000,1,0.016047,19.756223678588867,8,707,2
5245,4475000,2735000,1,0.03267,18.40375709533691,8,712,2
5361,4335000,2715000,8,0.007479,18.197296142578125,8,728,2
5231,4335000,2735000,2,0.011277,20.80706214904785,11,912,2
5426,4335000,2705000,1,3.33e-4,18.763113021850582,12,973,2
5368,4405000,2715000,1,0.106659,18.637521743774418,15,1132,2
5246,4485000,2735000,1,0.00999,19.597196578979492,16,1187,2
5367,4395000,2715000,1,0.001377,19.156763076782227,18,1358,2
5310,4475000,2725000,1,0.007047,22.94119644165039,18,1359,2
5304,4415000,2725000,2,0.001764,19.068918228149418,18,1407,2
5243,4455000,2735000,3,0.00252,20.048328399658203,19,1432,2
5433,4405000,2705000,2,0.002565,18.312183380126953,21,1531,2
5426,4335000,2705000,1,0.020052,18.70978546142578,22,1654,2
5311,4485000,2725000,1,0.018549,20.918439865112305,22,1669,2
5184,4515000,2745000,1,0.02664,19.79859733581543,24,1840,2
5359,4315000,2715000,1,0.014175,21.032182693481445,25,1967,2
5296,4335000,2725000,2,0.002574,20.52986717224121,26,2060,2
5241,4435000,2735000,1,0.005472,19.518402099609375,27,2185,2
5247,4495000,2735000,1,9.18e-4,19.489295959472656,27,2238,2
5303,4405000,2725000,3,0.037287,19.62925720214844,27,2251,2
5302,4395000,2725000,1,5.4e-4,19.283456802368164,29,2334,2
5311,4485000,2725000,2,0.029223,18.615047454833984,32,2477,2
5242,4445000,2735000,2,0.009054,18.722524642944336,32,2548,2
5244,4465000,2735000,1,0.007434,18.26207733154297,36,2688,2
5184,4515000,2745000,2,6.21e-4,19.651626586914062,36,2690,2
5184,4515000,2745000,1,0.003096,19.458267211914062,37,2854,2
5304,4415000,2725000,1,0.06669,20.4432373046875,37,2927,2
5309,4465000,2725000,1,0.031059,18.609622955322266,39,2996,2
5361,4335000,2715000,2,0.001197,21.263582229614254,40,3020,2
5248,4505000,2735000,11,0.066114,20.188886642456055,41,3153,2
5368,4405000,2715000,1,0.025542,20.134492874145508,42,3312,2
5369,4415000,2715000,1,0.009927,20.69976043701172,43,3399,2
5306,4435000,2725000,1,0.003897,19.22488594055176,49,3942,2
5427,4345000,2705000,1,0.001602,20.02813720703125,51,4113,2
5368,4405000,2715000,2,0.007362,19.034584045410156,52,4139,2
5251,4535000,2735000,1,0.015903,20.1348819732666,53,4163,2
5428,4355000,2705000,1,3.96e-4,20.25562858581543,53,4221,2
5303,4405000,2725000,28,7.02e-4,19.57188415527344,53,4276,2
5301,4385000,2725000,6,0.003987,18.838565826416016,54,4350,2
5433,4405000,2705000,4,0.010287,20.921894073486328,55,4440,2
