cell_position,x,y,number_of_cells,proportion_of_cell,mean_wind_speed,year,ID,cluster_id
5362,4345000,2715000,1,0.002997,18.68990135192871,1,41,2
5371,4435000,2715000,1,0.001944,21.070098876953125,2,113,2
5298,4355000,2725000,1,3.42e-4,19.469335556030273,2,114,2
5311,4485000,2725000,1,0.002763,17.801652908325195,2,178,2
5249,4515000,2735000,1,0.027441,20.3404541015625,2,248,2
5311,4485000,2725000,1,0.012906,19.87155532836914,4,426,2
5382,4545000,2715000,1,0.049869,19.12276077270508,4,471,2
5365,4375000,2715000,1,0.001494,20.307241439819336,4,488,2
5251,4535000,2735000,1,0.058968,20.09458351135254,4,499,2
5303,4405000,2725000,12,0.005652,20.504526138305664,4,507,2
5248,4505000,2735000,1,0.011565,19.38178825378418,8,790,2
5311,4485000,2725000,1,0.016686,20.72321891784668,8,797,2
5433,4405000,2705000,1,0.003933,19.23491859436035,10,890,2
5298,4355000,2725000,6,0.072558,20.402124404907227,11,1018,2
5317,4545000,2725000,1,0.004572,18.228290557861328,12,1102,2
5360,4325000,2715000,1,0.003798,18.579692840576172,13,1244,2
5369,4415000,2715000,1,0.006354,18.653783798217773,14,1263,2
5366,4385000,2715000,3,0.008118,19.49590492248535,14,1298,2
5248,4505000,2735000,4,0.028449,20.086406707763672,15,1332,2
5245,4475000,2735000,2,7.2e-5,20.442543029785156,15,1349,2
5366,4385000,2715000,1,0.00198,18.408889770507812,17,1471,2
5371,4435000,2715000,3,0.022014,20.307241439819336,19,1568,2
5306,4435000,2725000,1,0.008991,20.141826629638672,20,1597,2
5248,4505000,2735000,1,0.010845,20.39806365966797,20,1664,2
5427,4345000,2705000,1,0.001548,20.86037826538086,22,1725,2
5303,4405000,2725000,29,0.038898,19.33609390258789,22,1827,2
5316,4535000,2725000,2,8.46e-4,22.390958786010746,25,1941,2
5359,4315000,2715000,1,0.018828,20.697021484375,25,1950,2
5369,4415000,2715000,1,0.003546,20.42656707763672,26,1999,2
5252,4545000,2735000,1,0.013212,19.353084564208984,27,2040,2
5427,4345000,2705000,1,0.013104,19.50763702392578,28,2143,2
5366,4385000,2715000,1,0.010575,17.94597053527832,31,2310,2
5427,4345000,2705000,1,0.077634,19.42817115783691,32,2394,2
5244,4465000,2735000,1,0.001125,19.28583335876465,32,2468,2
5362,4345000,2715000,1,0.023643,19.766279220581055,33,2498,2
5296,4335000,2725000,47,2.61e-4,18.8125,33,2518,2
5309,4465000,2725000,1,0.011439,20.121334075927734,34,2657,2
5245,4475000,2735000,1,0.06957,19.939769744873047,35,2686,2
5243,4455000,2735000,1,5.85e-4,19.074556350708008,37,2808,2
5245,4475000,2735000,2,9.9e-5,21.23324203491211,37,2817,2
5304,4415000,2725000,1,9.27e-4,18.428630828857425,37,2856,2
5556,4335000,2685000,1,0.00351,19.127620697021484,39,3135,2
5362,4345000,2715000,6,0.006705,20.932004928588867,39,3185,2
5367,4395000,2715000,1,0.006606,18.919944763183594,42,3349,2
5310,4475000,2725000,2,0.040482,20.710329055786133,42,3351,2
5365,4375000,2715000,5,0.008415,20.47319793701172,43,3434,2
5311,4485000,2725000,1,0.003249,18.262449264526367,43,3447,2
5185,4525000,2745000,1,0.005463,20.916147232055664,46,3629,2
5304,4415000,2725000,1,0.027018,19.08753967285156,47,3668,2
5244,4465000,2735000,1,7.83e-4,19.96211814880371,48,3682,2
5295,4325000,2725000,1,2.25e-4,21.322460174560547,48,3743,2
5432,4395000,2705000,1,0.030951,19.390525817871097,51,3933,2
5248,4505000,2735000,3,0.011556,21.04023551940918,51,3939,2
5246,4485000,2735000,1,8.46e-4,18.365825653076172,51,3972,2
5361,4335000,2715000,1,0.00387,20.101539611816406,52,3987,2
5185,4525000,2745000,1,0.002952,19.47269630432129,52,4045,2
5382,4545000,2715000,1,0.007218,21.620641708374023,52,4046,2
5249,4515000,2735000,2,0.012447,18.70592498779297,52,4143,2
5426,4335000,2705000,13,0.006633,19.4337215423584,55,4269,2
5304,4415000,2725000,13,3.96e-4,19.016834259033203,56,4346,2
5307,4445000,2725000,1,0.001998,19.00068473815918,57,4410,2
5250,4525000,2735000,1,6.3e-5,18.628210067749023,57,4488,2
5306,4435000,2725000,6,8.1e-4,20.82385635375977,57,4498,2
5367,4395000,2715000,4,8.1e-4,19.718778610229492,57,4515,2
5246,4485000,2735000,1,0.006048,19.21417999267578,58,4558,2
