cell_position,x,y,number_of_cells,proportion_of_cell,mean_wind_speed,year,ID,cluster_id
1184,4165000,3355000,2,0.004131,20.608842849731445,1,10,4
1703,4155000,3275000,1,0.001863,18.879812240600582,1,18,4
997,4245000,3385000,2,0.00531,18.93388557434082,1,19,4
1710,4225000,3275000,3,0.001701,19.53201675415039,1,26,4
2154,4115000,3205000,1,0.001377,20.710329055786133,1,32,4
2420,4175000,3165000,3,0.004095,18.35989761352539,1,36,4
682,4345000,3435000,1,0.004527,19.684354782104492,1,37,4
1528,4355000,3305000,1,0.005175,19.84659767150879,2,56,4
222,4295000,3505000,1,6.39e-4,19.742935180664062,2,63,4
990,4175000,3385000,2,7.83e-4,18.26045799255371,2,67,4
417,4295000,3475000,1,2.7e-4,19.374595642089844,2,71,4
1066,4285000,3375000,1,3.33e-4,22.285301208496097,2,78,4
1187,4195000,3355000,1,0.002385,20.23679542541504,2,82,4
554,4365000,3455000,1,0.003312,20.153793334960938,2,83,4
947,4395000,3395000,1,0.00549,18.77286720275879,2,91,4
157,4295000,3515000,1,0.002691,18.62707901000977,2,92,4
1400,4375000,3325000,1,0.001827,18.595624923706055,2,93,4
1520,4275000,3305000,1,0.002691,19.23238754272461,2,94,4
1128,4255000,3365000,1,0.019377,20.38733291625977,2,95,4
1067,4295000,3375000,1,0.07605,19.06433868408203,2,99,4
1449,4215000,3315000,1,0.038007,18.512855529785156,2,100,4
2029,4165000,3225000,2,0.001593,20.694272994995117,2,104,4
1785,4325000,3265000,1,0.021861,19.250938415527344,2,109,4
2361,4235000,3175000,1,0.001251,20.77240943908691,2,114,4
484,4315000,3465000,1,2.25e-4,19.79684066772461,2,123,4
2294,4215000,3185000,3,0.010107,18.39833068847656,2,131,4
1511,4185000,3305000,10,0.002475,17.7803955078125,2,146,4
478,4255000,3465000,3,0.002808,20.19568252563477,3,158,4
1771,4185000,3265000,1,0.001548,18.616544723510746,3,163,4
746,4335000,3425000,1,0.001854,18.918720245361328,3,166,4
1258,4255000,3345000,1,0.015669,17.708560943603516,3,174,4
1721,4335000,3275000,1,0.046251,18.011581420898438,3,185,4
1187,4195000,3355000,1,4.77e-4,19.34518241882324,3,201,4
2221,4135000,3195000,1,0.028728,19.905317306518555,3,205,4
551,4335000,3455000,1,0.002214,20.464662551879883,3,207,4
876,4335000,3405000,1,0.004059,18.800762176513672,3,208,4
1834,4165000,3255000,1,4.05e-4,20.51677703857422,3,209,4
998,4255000,3385000,2,0.067932,19.083372116088867,3,222,4
1589,4315000,3295000,2,6.84e-4,19.571964263916016,3,229,4
626,4435000,3445000,1,0.002088,19.725358963012695,3,238,4
2482,4145000,3155000,1,0.054027,20.10991096496582,3,245,4
1776,4235000,3265000,7,0.014895,19.511486053466797,3,246,4
1962,4145000,3235000,4,0.005526,18.51386260986328,3,248,4
1647,4245000,3285000,1,0.015912,18.454912185668945,3,254,4
1073,4355000,3375000,1,0.001305,19.167783737182617,4,257,4
1962,4145000,3235000,47,0.001305,20.76157569885254,4,270,4
1390,4275000,3325000,1,0.002124,22.442228317260746,4,274,4
1528,4355000,3305000,2,0.001638,19.384443283081055,4,282,4
