stand_id,species,count,dbh_from,dbh_to,hd,age,bwi_plot_id,layer
1,fasy,8.959745999999999,73.64240000000001,78.19760000000001,54.0582191780822,139.601570072448,1/1,overstory
1,fasy,8.7487572,74.5251,79.1349,53.417935702199664,139.601570072448,1/1,overstory
1,piab,21.7299546,47.2875,50.2125,71.28,121.48204109418239,1/1,overstory
1,piab,19.9879302,49.3051,52.35490000000001,76.80306905370844,121.48204109418239,1/1,overstory
1,piab,22.5645012,46.4048,49.275200000000005,76.22282608695653,121.48204109418239,1/1,overstory
2,piab,186.509676,16.140800000000002,17.1392,97.96875000000001,88.95980959473133,2/1,overstory
2,piab,102.100806,21.8153,23.164700000000003,85.20231213872833,88.95980959473133,2/1,overstory
2,piab,180.81509400000002,16.393,17.407,97.3076923076923,88.95980959473133,2/1,overstory
2,piab,109.569198,21.058699999999998,22.3613,84.97005988023955,88.95980959473133,2/1,overstory
2,piab,115.012782,20.5543,21.8257,87.05521472392638,88.95980959473133,2/1,overstory
2,piab,324.771462,12.231700000000002,12.9883,107.73195876288662,81.47708989284902,2/1,overstory
2,piab,120.872394,20.0499,21.290100000000002,88.55345911949688,88.95980959473133,2/1,overstory
2,piab,130.53847199999998,19.2933,20.486700000000003,89.86928104575163,88.95980959473133,2/1,overstory
2,piab,155.906892,17.654,18.746000000000002,94.28571428571429,88.95980959473133,2/1,overstory
3,piab,30.218099399999996,40.0998,42.580200000000005,102.04402515723271,88.82763715098464,3/1,overstory
3,piab,20.193990599999996,49.0529,52.0871,90.20565552699229,119.15902455850731,3/1,overstory
3,piab,15.2934804,56.3667,59.8533,81.9463087248322,119.15902455850731,3/1,overstory
3,piab,18.356973,51.44879999999999,54.6312,87.35294117647061,119.15902455850731,3/1,overstory
3,piab,9.6064542,71.1204,75.5196,69.822695035461,119.15902455850731,3/1,overstory
3,piab,25.3782918,43.7567,46.46330000000001,97.0028818443804,99.0117810351341,3/1,overstory
3,piab,16.6814508,53.9708,57.309200000000004,84.55607476635515,119.15902455850731,3/1,overstory
3,piab,14.378696999999999,58.1321,61.7279,80.17353579175706,119.15902455850731,3/1,overstory
3,piab,10.557396599999999,67.84179999999999,72.0382,71.56133828996282,119.15902455850731,3/1,overstory
3,piab,17.159177399999997,53.214200000000005,56.5058,85.23696682464455,119.15902455850731,3/1,overstory
3,piab,19.5851598,49.8095,52.8905,89.11392405063293,119.15902455850731,3/1,overstory
3,piab,11.5214436,64.9415,68.9585,73.04854368932041,119.15902455850731,3/1,overstory
3,piab,12.6753042,61.9151,65.7449,76.61914460285134,119.15902455850731,3/1,overstory
3,piab,14.0115954,58.8887,62.53130000000001,79.37901498929337,119.15902455850731,3/1,overstory
3,piab,13.8332952,59.267,62.933,79.1063829787234,119.15902455850731,3/1,overstory
4,piab,92.252598,22.950200000000002,24.369799999999998,75.54945054945055,93.14123935894645,4/1,overstory
4,piab,293.711574,12.862199999999998,13.6578,73.33333333333334,92.67663605181144,4/1,understory
4,piab,239.31199800000002,14.249300000000002,15.1307,94.42477876106194,92.67663605181144,4/1,overstory
4,piab,170.181264,16.8974,17.9426,88.65671641791045,92.67663605181144,4/1,overstory
4,piab,180.81509400000002,16.393,17.407,89.6923076923077,92.67663605181144,4/1,overstory
4,piab,305.577486,12.61,13.39,97.9,92.67663605181144,4/1,overstory
4,piab,489.629004,9.9619,10.578100000000001,80.75949367088607,82.16087474677059,4/1,understory
4,piab,43.1875032,33.5426,35.6174,61.61654135338346,93.14123935894645,4/1,overstory
4,piab,145.340076,18.2845,19.4155,84.96551724137932,92.67663605181144,4/1,overstory
4,piab,40.114668,34.803599999999996,36.9564,56.19565217391304,95.46425589462153,4/1,overstory
4,piab,81.192864,24.463400000000004,25.9766,73.14432989690724,93.14123935894645,4/1,overstory
5,pisy,69.95661,26.3549,27.985100000000003,85.26315789473685,87.94995451245627,5/1,overstory
5,piab,59.8279998,28.498600000000003,30.2614,96.3716814159292,99.64568565883667,5/1,overstory
5,pisy,27.229000799999998,42.2435,44.856500000000004,62.716417910447774,99.64568565883667,5/1,overstory
5,piab,94.31403,22.698,24.102,108.16666666666666,99.64568565883667,5/1,overstory
5,piab,130.53847199999998,19.2933,20.486700000000003,117.18954248366015,99.64568565883667,5/1,overstory
5,piab,70.63089,26.2288,27.851200000000006,98.36538461538464,99.64568565883667,5/1,overstory
5,piab,85.545618,23.8329,25.3071,105.34391534391534,99.64568565883667,5/1,overstory
5,piab,71.314962,26.102700000000002,27.7173,100.43478260869566,99.64568565883667,5/1,overstory
5,pisy,32.0040138,38.9649,41.3751,66.5695792880259,99.64568565883667,5/1,overstory
6,acps,37.621113,35.9385,38.161500000000004,68.3157894736842,95.92885920175655,6/1,overstory
6,fasy,53.0516508,30.264000000000003,32.136,86.16666666666667,95.92885920175655,6/1,overstory
6,acps,18.6299346,51.070499999999996,54.22950000000001,59.481481481481495,95.92885920175655,6/1,overstory
6,soau,20.193990599999996,49.0529,52.0871,58.81748071979436,95.92885920175655,6/1,overstory
6,lade,8.7192258,74.6512,79.26880000000001,56.486486486486484,130.77410723688268,6/1,remnant
7,piab,12.4712778,62.419500000000006,66.2805,84.0,111.72537164434706,7/1,overstory
7,fasy,28.7531958,41.1086,43.6514,110.00000000000001,111.72537164434706,7/1,overstory
7,piab,9.3070512,72.2553,76.7247,70.6457242582897,111.72537164434706,7/1,overstory
7,piab,16.7596758,53.844699999999996,57.17530000000001,87.07259953161592,111.72537164434706,7/1,overstory
7,piab,11.5214436,64.9415,68.9585,76.46601941747574,111.72537164434706,7/1,overstory
7,fasy,17.6577222,52.4576,55.70240000000001,90.16826923076923,111.72537164434706,7/1,overstory
7,piab,11.3009436,65.572,69.628,75.9423076923077,111.72537164434706,7/1,overstory
7,piab,16.450035,54.34910000000001,57.7109,86.51972157772622,111.72537164434706,7/1,overstory
7,piab,11.171666400000001,65.9503,70.0297,75.71701720841301,111.72537164434706,7/1,overstory
7,piab,14.3165166,58.2582,61.86180000000001,82.61904761904763,111.72537164434706,7/1,overstory
7,fasy,23.0631498,45.900400000000005,48.739599999999996,100.63186813186813,111.72537164434706,7/1,overstory
7,piab,7.390935599999999,81.0823,86.0977,62.099533437013996,111.72537164434706,7/1,overstory
8,piab,13.8923478,59.1409,62.7991,72.70788912579958,140.066173379583,8/1,overstory
8,piab,19.0034568,50.5661,53.6939,79.00249376558604,105.22092534445686,8/1,overstory
8,piab,14.956999799999998,56.99720000000001,60.5228,72.2787610619469,105.22092534445686,8/1,overstory
8,piab,12.4210416,62.54560000000001,66.4144,67.64112903225806,140.066173379583,8/1,overstory
8,pisy,4.009524239999999,110.0853,116.8947,49.77090492554411,147.03522298660823,8/1,overstory
8,piab,11.934943800000001,63.8066,67.7534,67.82608695652175,140.066173379583,8/1,overstory
8,pisy,6.290074199999999,87.8917,93.32830000000001,53.02725968436155,142.38918991525807,8/1,overstory
8,pisy,12.5218206,62.2934,66.1466,70.8097165991903,140.066173379583,8/1,overstory
8,fasy,17.159177399999997,53.214200000000005,56.5058,75.33175355450237,140.066173379583,8/1,overstory
9,piab,45.9073242,32.5338,34.546200000000006,104.45736434108527,102.43330550164677,9/1,overstory
9,piab,47.364606,32.0294,34.0106,107.83464566929133,102.43330550164677,9/1,overstory
9,piab,77.164086,25.0939,26.6461,123.81909547738695,102.43330550164677,9/1,overstory
9,piab,54.40323,29.885700000000003,31.734300000000005,112.32067510548524,102.43330550164677,9/1,overstory
9,piab,42.229586999999995,33.9209,36.0191,103.86617100371748,102.43330550164677,9/1,overstory
9,piab,116.43708,20.4282,21.6918,137.1604938271605,84.30705064731502,9/1,overstory
9,piab,33.2840448,38.2083,40.57170000000001,96.93069306930694,102.43330550164677,9/1,overstory
9,piab,63.713748,27.6159,29.324099999999998,117.53424657534248,102.43330550164677,9/1,overstory
9,piab,83.763462,24.0851,25.5749,126.70157068062828,102.43330550164677,9/1,overstory
10,cabe,252.543384,13.871,14.729000000000001,104.00000000000003,86.17218975192122,10/1,overstory
10,piab,71.314962,26.102700000000002,27.7173,70.14492753623188,82.17152297689941,10/1,overstory
10,piab,57.765119999999996,29.003,30.797000000000004,61.69565217391305,88.4952062875963,10/1,overstory
10,fasy,153.703272,17.7801,18.8799,91.27659574468086,88.4952062875963,10/1,overstory
10,piab,25.3782918,43.7567,46.46330000000001,48.5014409221902,88.4952062875963,10/1,overstory
11,pisy,13.658377199999999,59.64529999999999,63.334700000000005,76.74418604651163,136.3493469225029,11/1,overstory
11,piab,11.4768312,65.0676,69.09240000000001,70.98837209302326,136.3493469225029,11/1,overstory
11,piab,394.59906,11.0968,11.783200000000003,86.25,88.95980959473133,11/1,understory
11,piab,51.749817,30.642300000000002,32.5377,53.41563786008232,92.21203274467642,11/1,understory
11,piab,9.884889,70.11160000000001,74.4484,61.72661870503597,136.3493469225029,11/1,overstory
12,piab,11.748462,64.311,68.289,80.66666666666667,133.09712377255778,12/1,overstory
12,piab,13.4867544,60.023599999999995,63.73640000000001,84.81092436974791,133.09712377255778,12/1,overstory
12,piab,14.3165166,58.2582,61.86180000000001,86.42857142857142,133.09712377255778,12/1,overstory
12,piab,16.8384522,53.7186,57.0414,91.40845070422534,133.09712377255778,12/1,overstory
12,piab,15.023400599999999,56.8711,60.38890000000001,88.04878048780489,133.09712377255778,12/1,overstory
12,piab,15.023400599999999,56.8711,60.38890000000001,87.8048780487805,133.09712377255778,12/1,overstory
12,piab,13.716312599999998,59.5192,63.20080000000001,85.29661016949153,133.09712377255778,12/1,overstory
12,piab,16.0749048,54.979600000000005,58.3804,90.06880733944955,133.09712377255778,12/1,overstory
12,piab,7.7482218,79.1908,84.0892,69.0127388535032,133.09712377255778,12/1,overstory
12,piab,19.6847052,49.683400000000006,52.756600000000006,96.31979695431473,110.808536124054,12/1,overstory
12,piab,6.6869483999999995,85.24359999999999,90.5164,65.08875739644971,133.09712377255778,12/1,overstory
12,piab,623.62758,8.827,9.373000000000001,84.85714285714288,88.95980959473133,12/1,understory
13,pisy,10.8375792,66.9591,71.10090000000001,57.175141242937855,141.92458660812306,13/1,overstory
