id,x,y,model.site.soilDepth,model.site.pctSand,model.site.pctClay,model.site.pctSilt,model.site.availableNitrogen,model.climate.tableName
385,8,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
386,10,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
387,12,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
388,14,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
389,16,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
390,18,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
391,20,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
392,22,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
393,24,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
394,26,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
395,28,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
396,30,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
397,32,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
398,34,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
399,36,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
400,38,38,120,30,24,46,65,ICHEC-EC-EARTH_historical_point37179
